Game Code,Drive Number,Team Code,Start Period,Start Clock,Start Spot,Start Reason,End Period,End Clock,End Spot,End Reason,Plays,Yards,Time Of Possession,Red Zone Attempt,Year
7.07162E+12,1,716,1,900,72,KICKOFF,1,821,60,INTERCEPTION,4,12,79,0,2006
7.07162E+12,2,7,1,821,77,INTERCEPTION,1,620,66,PUNT,5,11,201,0,2006
7.07162E+12,3,716,1,620,75,PUNT,1,294,42,DOWNS,12,33,326,0,2006
7.07162E+12,4,7,1,294,58,DOWNS,1,191,57,PUNT,3,1,103,0,2006
7.07162E+12,5,716,1,191,80,PUNT,1,0,40,FUMBLE,8,40,191,0,2006
7.07162E+12,6,7,2,900,60,FUMBLE,2,835,59,PUNT,3,1,65,0,2006
7.07162E+12,7,716,2,835,71,PUNT,2,682,0,TOUCHDOWN,7,71,153,0,2006
7.07162E+12,8,7,2,682,80,KICKOFF,2,524,76,PUNT,6,4,158,0,2006
7.07162E+12,9,716,2,524,58,PUNT,2,258,0,TOUCHDOWN,14,58,266,1,2006
7.07162E+12,10,7,2,258,80,KICKOFF,2,106,82,PUNT,3,-2,152,0,2006
7.07162E+12,11,716,2,106,19,PUNT,2,4,0,TOUCHDOWN,6,19,102,1,2006
7.07162E+12,12,7,3,900,80,KICKOFF,3,776,87,PUNT,3,-7,124,0,2006
7.07162E+12,13,716,3,776,55,PUNT,3,721,38,PUNT,4,17,55,0,2006
7.07162E+12,14,7,3,721,98,PUNT,3,424,90,PUNT,8,8,297,0,2006
7.07162E+12,15,716,3,424,32,PUNT,3,354,0,TOUCHDOWN,4,32,70,1,2006
7.07162E+12,16,7,3,354,80,KICKOFF,3,229,61,FUMBLE,6,19,125,0,2006
7.07162E+12,17,716,3,229,39,FUMBLE,3,100,5,DOWNS,7,34,129,1,2006
7.07162E+12,18,7,3,100,95,DOWNS,4,883,91,PUNT,3,4,117,0,2006
7.07162E+12,19,716,4,883,49,PUNT,4,860,0,TOUCHDOWN,2,49,23,1,2006
7.07162E+12,20,7,4,860,70,KICKOFF,4,651,52,PUNT,8,18,209,0,2006
7.07162E+12,21,716,4,651,83,PUNT,4,473,69,PUNT,5,14,178,0,2006
7.07162E+12,22,7,4,473,76,PUNT,4,324,81,PUNT,3,-5,149,0,2006
7.07162E+12,23,716,4,324,46,PUNT,4,126,22,FIELD GOAL,6,24,198,1,2006
7.07162E+12,24,7,4,126,76,KICKOFF,4,0,49,END OF HALF,4,27,126,0,2006
1.96073E+14,1,196,1,900,90,KICKOFF,1,546,41,PUNT,12,49,354,0,2006
1.96073E+14,2,726,1,546,86,PUNT,1,267,0,TOUCHDOWN,13,86,279,1,2006
1.96073E+14,3,196,1,267,80,KICKOFF,2,846,0,TOUCHDOWN,10,80,321,1,2006
1.96073E+14,4,726,2,846,65,KICKOFF,2,717,63,PUNT,3,2,129,0,2006
1.96073E+14,5,196,2,717,68,PUNT,2,528,0,TOUCHDOWN,8,68,189,1,2006
1.96073E+14,6,726,2,528,80,KICKOFF,2,171,19,MISSED FIELD GOAL,13,61,357,1,2006
1.96073E+14,7,196,2,171,80,MISSED FIELD GOAL,2,140,75,FUMBLE,1,5,31,0,2006
1.96073E+14,8,726,2,140,19,FUMBLE,2,78,0,TOUCHDOWN,3,19,62,1,2006
1.96073E+14,9,196,2,78,71,KICKOFF,2,30,66,PUNT,3,5,48,0,2006
1.96073E+14,10,726,2,30,81,PUNT,2,0,67,END OF HALF,3,14,30,0,2006
1.96073E+14,11,726,3,900,58,KICKOFF,3,764,0,TOUCHDOWN,6,58,136,1,2006
1.96073E+14,12,196,3,764,80,KICKOFF,3,542,31,FIELD GOAL,10,49,222,0,2006
1.96073E+14,13,726,3,542,65,KICKOFF,3,294,20,FUMBLE,9,45,248,1,2006
1.96073E+14,14,196,3,294,80,FUMBLE,3,187,81,PUNT,3,-1,107,0,2006
1.96073E+14,15,726,3,187,39,PUNT,3,171,48,FUMBLE,1,-9,16,0,2006
1.96073E+14,16,196,3,171,46,FUMBLE,3,31,44,PUNT,3,2,140,0,2006
1.96073E+14,17,726,3,31,93,PUNT,4,480,0,TOUCHDOWN,16,93,451,1,2006
1.96073E+14,18,196,4,480,87,KICKOFF,4,297,0,TOUCHDOWN,11,87,183,1,2006
1.96073E+14,19,726,4,297,44,KICKOFF,4,0,14,END OF HALF,10,30,297,1,2006
5.00074E+14,1,500,1,900,80,KICKOFF,1,694,85,PUNT,5,-5,206,0,2006
5.00074E+14,2,742,1,694,34,PUNT,1,555,0,TOUCHDOWN,4,34,139,1,2006
5.00074E+14,3,500,1,555,80,KICKOFF,1,451,61,INTERCEPTION,4,19,104,0,2006
5.00074E+14,4,742,1,451,54,INTERCEPTION,1,434,0,TOUCHDOWN,1,54,17,0,2006
5.00074E+14,5,500,1,434,80,KICKOFF,1,314,76,PUNT,3,4,120,0,2006
5.00074E+14,6,742,1,314,12,PUNT,1,209,0,TOUCHDOWN,4,12,105,1,2006
5.00074E+14,7,500,1,209,80,KICKOFF,2,792,31,DOWNS,11,49,317,0,2006
5.00074E+14,8,742,2,792,68,DOWNS,2,630,78,PUNT,3,-10,162,0,2006
5.00074E+14,9,500,2,630,69,PUNT,2,484,65,PUNT,3,4,146,0,2006
5.00074E+14,10,742,2,484,63,PUNT,2,395,52,INTERCEPTION,4,11,89,0,2006
5.00074E+14,11,500,2,395,54,INTERCEPTION,2,201,40,PUNT,5,14,194,0,2006
5.00074E+14,12,742,2,201,97,PUNT,2,67,0,TOUCHDOWN,5,97,134,0,2006
5.00074E+14,13,500,2,67,80,KICKOFF,2,0,83,END OF HALF,1,-3,67,0,2006
5.00074E+14,14,742,3,900,70,KICKOFF,3,642,27,DOWNS,10,43,258,0,2006
5.00074E+14,15,500,3,642,73,DOWNS,3,483,68,PUNT,5,5,159,0,2006
5.00074E+14,16,742,3,483,63,PUNT,3,328,0,TOUCHDOWN,7,63,155,1,2006
5.00074E+14,17,500,3,328,75,KICKOFF,3,95,25,INTERCEPTION,11,50,233,1,2006
5.00074E+14,18,742,3,95,71,INTERCEPTION,4,750,13,FIELD GOAL,13,58,245,1,2006
5.00074E+14,19,500,4,750,80,KICKOFF,4,583,75,PUNT,3,5,167,0,2006
5.00074E+14,20,742,4,583,49,PUNT,4,420,17,MISSED FIELD GOAL,6,32,163,1,2006
5.00074E+14,21,500,4,420,80,MISSED FIELD GOAL,4,22,25,MISSED FIELD GOAL,15,55,398,0,2006
6.88075E+14,1,688,1,900,76,KICKOFF,1,754,57,PUNT,5,19,146,0,2006
6.88075E+14,2,749,1,754,96,PUNT,1,381,0,TOUCHDOWN,15,96,373,1,2006
6.88075E+14,3,688,1,381,86,KICKOFF,1,179,0,TOUCHDOWN,8,86,202,1,2006
6.88075E+14,4,749,1,179,80,KICKOFF,1,61,78,PUNT,3,2,118,0,2006
6.88075E+14,5,688,1,61,58,PUNT,2,844,45,PUNT,5,13,117,0,2006
6.88075E+14,6,749,2,844,67,PUNT,2,688,45,PUNT,5,22,156,0,2006
6.88075E+14,7,688,2,688,86,PUNT,2,527,98,PUNT,3,-12,161,0,2006
6.88075E+14,8,749,2,527,41,PUNT,2,324,5,FIELD GOAL,6,36,203,1,2006
6.88075E+14,9,688,2,324,80,KICKOFF,2,237,78,PUNT,3,2,87,0,2006
6.88075E+14,10,749,2,237,69,PUNT,2,103,72,PUNT,3,-3,134,0,2006
6.88075E+14,11,688,2,103,55,PUNT,2,50,29,FIELD GOAL,6,26,53,0,2006
6.88075E+14,12,749,2,50,70,KICKOFF,2,0,34,MISSED FIELD GOAL,7,36,50,0,2006
6.88075E+14,13,749,3,900,80,KICKOFF,3,789,65,INTERCEPTION,4,15,111,0,2006
6.88075E+14,14,688,3,789,30,INTERCEPTION,3,769,40,FUMBLE,1,-10,20,0,2006
6.88075E+14,15,749,3,769,60,FUMBLE,3,539,37,PUNT,8,23,230,0,2006
6.88075E+14,16,688,3,539,94,PUNT,3,431,92,PUNT,3,2,108,0,2006
6.88075E+14,17,749,3,431,39,PUNT,3,277,22,FIELD GOAL,6,17,154,1,2006
6.88075E+14,18,688,3,277,80,KICKOFF,3,91,64,PUNT,5,16,186,0,2006
6.88075E+14,19,749,3,91,68,PUNT,4,863,59,PUNT,3,9,128,0,2006
6.88075E+14,20,688,4,863,84,PUNT,4,648,69,PUNT,6,15,215,0,2006
6.88075E+14,21,749,4,648,54,PUNT,4,514,13,FUMBLE,5,41,134,0,2006
6.88075E+14,22,688,4,514,87,FUMBLE,4,398,95,PUNT,3,-8,116,0,2006
6.88075E+14,23,749,4,398,59,PUNT,4,80,0,TOUCHDOWN,10,59,318,1,2006
6.88075E+14,24,688,4,80,80,KICKOFF,4,0,83,END OF HALF,3,-3,80,0,2006
6.30076E+14,1,756,1,900,71,KICKOFF,1,797,59,INTERCEPTION,4,12,103,0,2006
6.30076E+14,2,630,1,797,45,INTERCEPTION,1,642,23,FIELD GOAL,5,22,155,0,2006
6.30076E+14,3,756,1,642,79,KICKOFF,1,392,0,TOUCHDOWN,9,79,250,1,2006
6.30076E+14,4,630,1,392,80,KICKOFF,1,349,74,PUNT,3,6,43,0,2006
6.30076E+14,5,756,1,349,65,PUNT,1,297,44,FUMBLE,2,21,52,0,2006
6.30076E+14,6,630,1,297,56,FUMBLE,1,21,15,FIELD GOAL,9,41,276,1,2006
6.30076E+14,7,756,1,21,71,KICKOFF,2,837,66,PUNT,3,5,84,0,2006
6.30076E+14,8,630,2,837,84,PUNT,2,690,85,PUNT,3,-1,147,0,2006
6.30076E+14,9,756,2,690,48,PUNT,2,645,0,TOUCHDOWN,2,48,45,0,2006
6.30076E+14,10,630,2,645,64,KICKOFF,2,520,69,PUNT,3,-5,125,0,2006
6.30076E+14,11,756,2,520,69,PUNT,2,496,45,FUMBLE,1,24,24,0,2006
6.30076E+14,12,630,2,496,48,FUMBLE,2,393,28,FIELD GOAL,5,20,103,0,2006
6.30076E+14,13,756,2,393,81,KICKOFF,2,21,0,TOUCHDOWN,13,81,372,1,2006
6.30076E+14,14,630,3,900,65,KICKOFF,3,691,0,TOUCHDOWN,9,65,209,1,2006
6.30076E+14,15,756,3,691,65,KICKOFF,3,310,0,TOUCHDOWN,13,65,381,1,2006
6.30076E+14,16,630,3,310,80,KICKOFF,3,204,79,PUNT,3,1,106,0,2006
6.30076E+14,17,756,3,204,64,PUNT,3,30,56,PUNT,6,8,174,0,2006
6.30076E+14,18,630,3,30,98,PUNT,4,644,43,PUNT,10,55,286,0,2006
6.30076E+14,19,756,4,644,80,PUNT,4,415,27,DOWNS,9,53,229,0,2006
6.30076E+14,20,630,4,415,73,DOWNS,4,332,0,TOUCHDOWN,4,73,83,0,2006
6.30076E+14,21,756,4,332,68,KICKOFF,4,302,0,TOUCHDOWN,1,68,30,0,2006
6.30076E+14,22,630,4,302,81,KICKOFF,4,123,0,TOUCHDOWN,10,81,179,1,2006
6.30076E+14,23,756,4,123,52,KICKOFF,4,36,48,PUNT,3,4,87,0,2006
6.30076E+14,24,630,4,36,85,PUNT,4,0,65,END OF HALF,6,20,36,0,2006
3.88077E+14,1,388,1,900,80,KICKOFF,1,788,71,PUNT,4,9,112,0,2006
3.88077E+14,2,768,1,788,52,PUNT,1,652,0,TOUCHDOWN,7,52,136,1,2006
3.88077E+14,3,388,1,652,80,KICKOFF,1,566,71,PUNT,3,9,86,0,2006
3.88077E+14,4,768,1,566,61,PUNT,1,374,0,TOUCHDOWN,7,61,192,1,2006
3.88077E+14,5,388,1,374,76,KICKOFF,1,218,43,PUNT,5,33,156,0,2006
3.88077E+14,6,768,1,218,91,PUNT,1,52,68,PUNT,6,23,166,0,2006
3.88077E+14,7,388,1,52,71,PUNT,2,773,40,PUNT,7,31,179,0,2006
3.88077E+14,8,768,2,773,96,PUNT,2,456,0,TOUCHDOWN,14,96,317,1,2006
3.88077E+14,9,388,2,456,65,KICKOFF,2,309,0,TOUCHDOWN,7,65,147,0,2006
3.88077E+14,10,768,2,309,80,KICKOFF,2,109,0,TOUCHDOWN,8,80,200,1,2006
3.88077E+14,11,388,2,109,78,KICKOFF,2,20,75,PUNT,3,3,89,0,2006
3.88077E+14,12,768,2,20,54,PUNT,2,1,27,MISSED FIELD GOAL,3,27,19,0,2006
3.88077E+14,13,768,3,900,73,KICKOFF,3,787,70,PUNT,3,3,113,0,2006
3.88077E+14,14,388,3,787,67,PUNT,3,612,39,INTERCEPTION,7,28,175,0,2006
3.88077E+14,15,768,3,612,66,INTERCEPTION,3,414,0,TOUCHDOWN,7,66,198,1,2006
3.88077E+14,16,388,3,414,68,KICKOFF,3,105,26,FIELD GOAL,9,42,309,1,2006
3.88077E+14,17,768,3,97,76,KICKOFF,4,884,57,PUNT,4,19,113,0,2006
3.88077E+14,18,388,4,884,81,PUNT,4,537,27,DOWNS,10,54,347,0,2006
3.88077E+14,19,768,4,537,73,DOWNS,4,73,0,TOUCHDOWN,12,73,464,1,2006
3.88077E+14,20,388,4,73,64,KICKOFF,4,0,41,END OF HALF,3,23,73,0,2006
7.31081E+14,1,811,1,900,70,KICKOFF,1,473,16,FIELD GOAL,15,54,427,1,2006
7.31081E+14,2,731,1,473,78,KICKOFF,1,391,72,PUNT,3,6,82,0,2006
7.31081E+14,3,811,1,391,73,PUNT,1,124,20,MISSED FIELD GOAL,11,53,267,1,2006
7.31081E+14,4,731,1,124,80,MISSED FIELD GOAL,1,44,86,PUNT,3,-6,80,0,2006
7.31081E+14,5,811,1,44,49,PUNT,2,788,25,DOWNS,6,24,156,0,2006
7.31081E+14,6,731,2,788,75,DOWNS,2,685,67,PUNT,3,8,103,0,2006
7.31081E+14,7,811,2,685,61,PUNT,2,533,0,TOUCHDOWN,6,61,152,0,2006
7.31081E+14,8,731,2,533,80,KICKOFF,2,427,81,PUNT,3,-1,106,0,2006
7.31081E+14,9,731,2,427,55,FUMBLE,2,197,41,PUNT,6,14,230,0,2006
7.31081E+14,10,811,2,197,84,PUNT,2,172,84,INTERCEPTION,1,0,25,0,2006
7.31081E+14,11,811,2,172,88,KICKOFF,2,66,62,PUNT,5,26,106,0,2006
7.31081E+14,12,731,2,66,87,PUNT,2,0,69,END OF HALF,3,18,66,0,2006
7.31081E+14,13,731,3,900,80,KICKOFF,3,738,57,PUNT,5,23,162,0,2006
7.31081E+14,14,811,3,738,69,PUNT,3,495,21,MISSED FIELD GOAL,10,48,243,0,2006
7.31081E+14,15,731,3,495,79,MISSED FIELD GOAL,3,351,70,PUNT,3,9,144,0,2006
7.31081E+14,16,811,3,351,52,PUNT,3,24,0,TOUCHDOWN,12,52,327,1,2006
7.31081E+14,17,731,3,24,80,KICKOFF,4,889,79,PUNT,3,1,35,0,2006
7.31081E+14,18,811,4,889,57,PUNT,4,789,0,TOUCHDOWN,3,57,100,0,2006
7.31081E+14,19,731,4,789,80,KICKOFF,4,731,80,INTERCEPTION,2,0,58,0,2006
7.31081E+14,20,731,4,731,80,KICKOFF,4,651,77,PUNT,3,3,80,0,2006
7.31081E+14,21,811,4,651,55,PUNT,4,465,0,TOUCHDOWN,6,55,186,1,2006
7.31081E+14,22,731,4,465,80,KICKOFF,4,362,82,PUNT,3,-2,103,0,2006
7.31081E+14,23,811,4,362,40,PUNT,4,307,33,FUMBLE,3,7,55,0,2006
7.31081E+14,24,731,4,307,67,FUMBLE,4,114,21,DOWNS,8,46,193,0,2006
7.31081E+14,25,811,4,114,79,DOWNS,4,0,56,END OF HALF,4,23,114,0,2006
6.98005E+14,1,51,1,900,80,KICKOFF,1,746,75,PUNT,3,5,154,0,2006
6.98005E+14,2,698,1,746,84,PUNT,1,610,88,PUNT,3,-4,136,0,2006
6.98005E+14,3,51,1,610,70,PUNT,1,398,30,MISSED FIELD GOAL,9,40,212,0,2006
6.98005E+14,4,698,1,398,70,MISSED FIELD GOAL,1,262,44,PUNT,6,26,136,0,2006
6.98005E+14,5,51,1,262,89,PUNT,1,28,65,PUNT,9,24,234,0,2006
6.98005E+14,6,698,1,28,44,PUNT,2,842,41,INTERCEPTION,3,3,86,0,2006
6.98005E+14,7,51,2,842,35,INTERCEPTION,2,732,0,TOUCHDOWN,4,35,110,0,2006
6.98005E+14,8,698,2,732,79,KICKOFF,2,507,39,PUNT,10,40,225,0,2006
6.98005E+14,9,51,2,507,80,PUNT,2,191,42,PUNT,10,38,316,0,2006
6.98005E+14,10,698,2,191,94,PUNT,2,0,37,MISSED FIELD GOAL,9,57,191,0,2006
6.98005E+14,11,698,3,900,27,KICKOFF,3,669,9,FIELD GOAL,9,18,231,1,2006
6.98005E+14,12,51,3,669,63,KICKOFF,3,418,16,FUMBLE,8,47,251,0,2006
6.98005E+14,13,698,3,418,84,FUMBLE,3,285,82,PUNT,3,2,133,0,2006
6.98005E+14,14,51,3,285,37,PUNT,3,192,19,INTERCEPTION,3,18,93,1,2006
6.98005E+14,15,698,3,192,79,INTERCEPTION,3,77,0,TOUCHDOWN,3,79,115,0,2006
6.98005E+14,16,51,3,77,69,KICKOFF,4,878,47,PUNT,7,22,99,0,2006
6.98005E+14,17,698,4,878,86,PUNT,4,572,0,TOUCHDOWN,12,86,306,1,2006
6.98005E+14,18,51,4,572,80,KICKOFF,4,419,52,DOWNS,6,28,153,0,2006
6.98005E+14,19,698,4,419,48,DOWNS,4,101,44,PUNT,8,4,318,0,2006
6.98005E+14,20,51,4,101,92,PUNT,4,0,22,END OF HALF,11,70,101,0,2006
3.34037E+14,1,367,1,900,80,KICKOFF,1,806,0,TOUCHDOWN,3,80,94,0,2006
3.34037E+14,2,334,1,806,82,KICKOFF,1,731,93,PUNT,3,-11,75,0,2006
3.34037E+14,3,367,1,731,44,PUNT,1,663,45,PUNT,3,-1,68,0,2006
3.34037E+14,4,334,1,663,87,PUNT,1,478,64,PUNT,5,23,185,0,2006
3.34037E+14,5,367,1,478,70,PUNT,1,216,0,TOUCHDOWN,9,70,262,1,2006
3.34037E+14,6,334,1,216,80,KICKOFF,1,125,81,PUNT,3,-1,91,0,2006
3.34037E+14,7,367,1,125,55,PUNT,2,853,0,TOUCHDOWN,6,55,172,1,2006
3.34037E+14,8,334,2,853,82,KICKOFF,2,769,80,PUNT,3,2,84,0,2006
3.34037E+14,9,367,2,769,60,PUNT,2,657,0,TOUCHDOWN,5,60,112,1,2006
3.34037E+14,10,334,2,657,80,KICKOFF,2,546,71,PUNT,3,9,111,0,2006
3.34037E+14,11,367,2,546,71,PUNT,2,253,21,FIELD GOAL,13,50,293,0,2006
3.34037E+14,12,334,2,253,80,KICKOFF,2,183,0,TOUCHDOWN,3,80,70,0,2006
3.34037E+14,13,367,2,183,67,KICKOFF,2,55,24,FUMBLE,7,43,128,0,2006
3.34037E+14,14,334,2,55,76,FUMBLE,2,21,0,TOUCHDOWN,4,76,34,1,2006
3.34037E+14,15,367,2,21,78,KICKOFF,2,0,63,END OF HALF,1,15,21,0,2006
3.34037E+14,16,334,3,900,64,KICKOFF,3,755,44,PUNT,6,20,145,0,2006
3.34037E+14,17,367,3,755,90,PUNT,3,637,85,PUNT,3,5,118,0,2006
3.34037E+14,18,334,3,637,54,PUNT,3,527,47,DOWNS,4,7,110,0,2006
3.34037E+14,19,367,3,527,53,DOWNS,3,364,0,TOUCHDOWN,6,53,163,1,2006
3.34037E+14,20,334,3,364,80,KICKOFF,3,331,0,TOUCHDOWN,1,80,33,0,2006
3.34037E+14,21,367,3,331,84,KICKOFF,3,215,0,TOUCHDOWN,5,84,116,0,2006
3.34037E+14,22,334,3,215,80,KICKOFF,3,104,82,PUNT,3,-2,111,0,2006
3.34037E+14,23,367,3,104,54,PUNT,4,684,15,MISSED FIELD GOAL,14,39,320,1,2006
3.34037E+14,24,334,4,684,80,MISSED FIELD GOAL,4,605,84,PUNT,3,-4,79,0,2006
3.34037E+14,25,367,4,605,40,PUNT,4,533,41,PUNT,3,-1,72,0,2006
3.34037E+14,26,334,4,533,92,PUNT,4,510,100,FUMBLE,1,-8,23,0,2006
3.34037E+14,27,367,4,491,66,KICKOFF,4,232,0,TOUCHDOWN,9,66,259,1,2006
3.34037E+14,28,334,4,232,79,KICKOFF,4,118,70,PUNT,5,9,114,0,2006
3.34037E+14,29,367,4,118,72,PUNT,4,0,64,END OF HALF,3,8,118,0,2006
4.04043E+14,1,433,1,900,61,KICKOFF,1,675,41,DOWNS,7,20,225,0,2006
4.04043E+14,2,404,1,675,59,DOWNS,1,419,0,TOUCHDOWN,10,59,256,1,2006
4.04043E+14,3,433,1,391,73,KICKOFF,1,275,55,PUNT,4,18,116,0,2006
4.04043E+14,4,404,1,275,78,PUNT,1,158,82,PUNT,3,-4,117,0,2006
4.04043E+14,5,433,1,158,63,PUNT,2,893,0,TOUCHDOWN,7,63,165,0,2006
4.04043E+14,6,404,2,883,91,KICKOFF,2,635,53,PUNT,8,38,248,0,2006
4.04043E+14,7,433,2,635,83,PUNT,2,370,0,TOUCHDOWN,10,83,265,1,2006
4.04043E+14,8,404,2,364,80,KICKOFF,2,269,0,TOUCHDOWN,7,80,95,0,2006
4.04043E+14,9,433,2,259,73,KICKOFF,2,165,59,PUNT,4,14,94,0,2006
4.04043E+14,10,404,2,165,98,PUNT,2,0,78,END OF HALF,5,20,165,0,2006
4.04043E+14,11,404,3,874,80,KICKOFF,3,636,58,PUNT,7,22,238,0,2006
4.04043E+14,12,433,3,636,51,PUNT,3,340,0,TOUCHDOWN,10,51,296,1,2006
4.04043E+14,13,404,3,331,86,KICKOFF,3,213,50,FUMBLE,7,36,118,0,2006
4.04043E+14,14,433,3,213,48,FUMBLE,3,133,54,PUNT,3,-6,80,0,2006
4.04043E+14,15,404,3,133,89,PUNT,4,647,13,FIELD GOAL,15,76,386,1,2006
4.04043E+14,16,433,4,637,73,KICKOFF,4,427,0,TOUCHDOWN,10,73,210,1,2006
4.04043E+14,17,404,4,411,67,KICKOFF,4,190,0,TOUCHDOWN,10,67,221,1,2006
4.04043E+14,18,433,4,190,77,KICKOFF,4,0,56,END OF HALF,6,21,190,0,2006
2.34042E+14,1,415,1,900,78,KICKOFF,1,777,69,PUNT,3,9,123,0,2006
2.34042E+14,2,234,1,777,55,PUNT,1,536,20,FIELD GOAL,9,35,241,1,2006
2.34042E+14,3,415,1,536,72,KICKOFF,1,374,72,PUNT,4,0,162,0,2006
2.34042E+14,4,234,1,374,58,PUNT,1,288,55,PUNT,3,3,86,0,2006
2.34042E+14,5,415,1,288,81,PUNT,1,218,79,PUNT,3,2,70,0,2006
2.34042E+14,6,234,1,218,88,PUNT,1,11,79,PUNT,7,9,207,0,2006
2.34042E+14,7,415,1,11,51,PUNT,2,782,0,TOUCHDOWN,8,51,129,1,2006
2.34042E+14,8,234,2,782,86,KICKOFF,2,612,93,PUNT,3,-7,170,0,2006
2.34042E+14,9,415,2,612,50,PUNT,2,291,2,FIELD GOAL,13,48,321,1,2006
2.34042E+14,10,234,2,291,80,KICKOFF,2,252,83,INTERCEPTION,2,-3,39,0,2006
2.34042E+14,11,415,2,252,31,INTERCEPTION,2,89,35,PUNT,3,-4,163,0,2006
2.34042E+14,12,234,2,89,95,PUNT,2,0,93,END OF HALF,2,2,89,0,2006
2.34042E+14,13,234,3,900,80,KICKOFF,3,604,59,PUNT,6,21,296,0,2006
2.34042E+14,14,415,3,604,71,PUNT,3,481,71,PUNT,3,0,123,0,2006
2.34042E+14,15,234,3,481,59,PUNT,3,366,62,PUNT,3,-3,115,0,2006
2.34042E+14,16,415,3,366,64,PUNT,3,126,59,PUNT,6,5,240,0,2006
2.34042E+14,17,234,3,126,67,PUNT,4,898,0,TOUCHDOWN,8,67,128,1,2006
2.34042E+14,18,415,4,898,78,KICKOFF,4,789,77,PUNT,3,1,109,0,2006
2.34042E+14,19,234,4,789,59,PUNT,4,481,16,FIELD GOAL,11,43,308,1,2006
2.34042E+14,20,415,4,481,85,KICKOFF,4,301,87,PUNT,3,-2,180,0,2006
2.34042E+14,21,234,4,301,35,PUNT,4,248,35,PUNT,3,0,53,0,2006
2.34042E+14,22,415,4,248,92,PUNT,4,139,91,PUNT,3,1,109,0,2006
2.34042E+14,23,234,4,139,45,PUNT,4,65,37,PUNT,3,8,74,0,2006
2.34042E+14,24,415,4,65,80,PUNT,4,29,73,INTERCEPTION,3,7,36,0,2006
2.34042E+14,25,234,4,29,33,INTERCEPTION,4,0,36,END OF HALF,1,-3,29,0,2006
5.28007E+14,1,528,1,900,85,KICKOFF,1,496,0,TOUCHDOWN,12,85,404,1,2006
5.28007E+14,2,66,1,496,80,KICKOFF,1,388,82,PUNT,3,-2,108,0,2006
5.28007E+14,3,66,1,388,71,KICKOFF,1,258,0,TOUCHDOWN,4,71,130,0,2006
5.28007E+14,4,528,1,258,80,KICKOFF,1,106,66,INTERCEPTION,4,14,152,0,2006
5.28007E+14,5,66,1,106,41,INTERCEPTION,2,884,0,TOUCHDOWN,5,41,122,1,2006
5.28007E+14,6,528,2,884,48,KICKOFF,2,720,52,PUNT,3,-4,164,0,2006
5.28007E+14,7,66,2,720,80,PUNT,2,474,0,TOUCHDOWN,9,80,246,1,2006
5.28007E+14,8,528,2,474,62,KICKOFF,2,346,58,PUNT,3,4,128,0,2006
5.28007E+14,9,66,2,346,60,PUNT,2,186,0,TOUCHDOWN,6,60,160,1,2006
5.28007E+14,10,528,2,186,59,KICKOFF,2,131,68,FUMBLE,1,-9,55,0,2006
5.28007E+14,11,66,2,131,32,FUMBLE,2,78,21,FUMBLE,2,11,53,0,2006
5.28007E+14,12,528,2,78,79,FUMBLE,2,0,68,END OF HALF,3,11,78,0,2006
5.28007E+14,13,66,3,900,80,KICKOFF,3,664,56,PUNT,8,24,236,0,2006
5.28007E+14,14,528,3,664,84,PUNT,3,363,18,MISSED FIELD GOAL,11,66,301,1,2006
5.28007E+14,15,66,3,363,80,MISSED FIELD GOAL,3,254,62,PUNT,5,18,109,0,2006
5.28007E+14,16,528,3,254,99,PUNT,3,175,81,FUMBLE,4,18,79,0,2006
5.28007E+14,17,66,3,175,19,FUMBLE,3,155,0,TOUCHDOWN,1,19,20,1,2006
5.28007E+14,18,528,3,155,80,KICKOFF,3,66,78,PUNT,3,2,89,0,2006
5.28007E+14,19,66,3,66,51,PUNT,4,873,45,PUNT,5,6,93,0,2006
5.28007E+14,20,528,4,873,80,PUNT,4,722,80,PUNT,3,0,151,0,2006
5.28007E+14,21,66,4,722,50,PUNT,4,701,0,TOUCHDOWN,1,50,21,0,2006
5.28007E+14,22,528,4,691,72,KICKOFF,4,388,16,DOWNS,12,56,303,1,2006
5.28007E+14,23,66,4,388,84,DOWNS,4,219,75,PUNT,3,9,169,0,2006
5.28007E+14,24,528,4,219,74,PUNT,4,112,74,PUNT,3,0,107,0,2006
5.28007E+14,25,66,4,112,65,PUNT,4,0,52,END OF HALF,4,13,112,0,2006
5.45014E+14,1,140,1,900,80,KICKOFF,1,765,80,PUNT,3,0,135,0,2006
5.45014E+14,2,545,1,765,85,PUNT,1,644,67,PUNT,5,18,121,0,2006
5.45014E+14,3,140,1,644,72,PUNT,1,366,26,DOWNS,10,46,278,0,2006
5.45014E+14,4,545,1,366,74,DOWNS,1,265,80,PUNT,3,-6,101,0,2006
5.45014E+14,5,140,1,265,70,PUNT,1,73,47,PUNT,4,23,192,0,2006
5.45014E+14,6,545,1,73,85,PUNT,2,810,48,FUMBLE,6,37,163,0,2006
5.45014E+14,7,140,2,810,52,FUMBLE,2,643,40,PUNT,5,12,167,0,2006
5.45014E+14,8,545,2,643,98,PUNT,2,419,83,PUNT,7,15,224,0,2006
5.45014E+14,9,140,2,419,59,PUNT,2,314,53,PUNT,3,6,105,0,2006
5.45014E+14,10,545,2,314,83,PUNT,2,211,42,PUNT,4,41,103,0,2006
5.45014E+14,11,140,2,211,89,PUNT,2,172,79,INTERCEPTION,3,10,39,0,2006
