Game Code,Drive Number,Team Code,Start Period,Start Clock,Start Spot,Start Reason,End Period,End Clock,End Spot,End Reason,Plays,Yards,Time Of Possession,Red Zone Attempt,Year
6.70129E+13,17,129,3,448,26,FUMBLE,3,342,0,TOUCHDOWN,7,26,106,1,2006
6.70129E+13,18,67,3,342,83,KICKOFF,3,226,67,FUMBLE,4,16,116,0,2006
6.70129E+13,19,129,3,226,33,FUMBLE,3,160,24,FUMBLE,2,9,66,0,2006
6.70129E+13,20,67,3,160,76,FUMBLE,4,837,0,TOUCHDOWN,9,76,223,0,2006
6.70129E+13,21,129,4,837,91,KICKOFF,4,728,91,PUNT,3,0,109,0,2006
6.70129E+13,22,67,4,728,61,PUNT,4,611,0,TOUCHDOWN,6,61,117,1,2006
6.70129E+13,23,129,4,611,87,KICKOFF,4,492,0,TOUCHDOWN,7,87,119,1,2006
6.70129E+13,24,67,4,492,70,KICKOFF,4,415,67,PUNT,3,3,77,0,2006
6.70129E+13,25,129,4,415,72,PUNT,4,235,0,TOUCHDOWN,10,72,180,1,2006
6.70129E+13,26,67,4,235,83,KICKOFF,4,125,77,PUNT,3,6,110,0,2006
6.70129E+13,27,129,4,125,59,PUNT,4,90,34,INTERCEPTION,4,25,35,0,2006
6.70129E+13,28,67,4,90,84,INTERCEPTION,4,0,86,END OF HALF,2,-2,90,0,2006
5.72016E+14,1,572,1,900,54,KICKOFF,1,763,33,MISSED FIELD GOAL,5,21,137,0,2006
5.72016E+14,2,164,1,763,66,MISSED FIELD GOAL,1,688,0,TOUCHDOWN,3,66,75,0,2006
5.72016E+14,3,572,1,688,85,KICKOFF,1,413,55,PUNT,8,30,275,0,2006
5.72016E+14,4,164,1,413,41,PUNT,1,244,24,FIELD GOAL,7,17,169,0,2006
5.72016E+14,5,572,1,244,69,KICKOFF,2,894,42,DOWNS,11,27,250,0,2006
5.72016E+14,6,164,2,894,58,DOWNS,2,759,0,TOUCHDOWN,5,58,135,1,2006
5.72016E+14,7,572,2,759,75,KICKOFF,2,640,81,PUNT,3,-6,119,0,2006
5.72016E+14,8,164,2,640,48,PUNT,2,439,0,TOUCHDOWN,8,48,201,1,2006
5.72016E+14,9,572,2,439,76,KICKOFF,2,170,0,TOUCHDOWN,9,76,269,0,2006
5.72016E+14,10,164,2,170,66,KICKOFF,2,109,0,TOUCHDOWN,2,66,61,0,2006
5.72016E+14,11,572,2,109,79,KICKOFF,2,34,70,PUNT,3,9,75,0,2006
5.72016E+14,12,164,2,34,62,PUNT,2,2,54,PUNT,3,8,32,0,2006
5.72016E+14,13,572,3,900,79,KICKOFF,3,603,45,INTERCEPTION,11,34,297,0,2006
5.72016E+14,14,164,3,603,72,INTERCEPTION,3,445,41,PUNT,6,31,158,0,2006
5.72016E+14,15,572,3,445,88,PUNT,3,378,76,PUNT,4,12,67,0,2006
5.72016E+14,16,164,3,378,63,PUNT,3,150,0,TOUCHDOWN,11,63,228,1,2006
5.72016E+14,17,572,3,150,63,KICKOFF,3,25,54,PUNT,3,9,125,0,2006
5.72016E+14,18,164,3,25,99,PUNT,4,614,0,TOUCHDOWN,12,99,311,1,2006
5.72016E+14,19,572,4,614,75,KICKOFF,4,468,65,PUNT,4,10,146,0,2006
5.72016E+14,20,164,4,468,87,PUNT,4,190,0,TOUCHDOWN,8,87,278,0,2006
5.72016E+14,21,572,4,190,80,KICKOFF,4,60,44,INTERCEPTION,7,36,130,0,2006
5.72016E+14,22,164,4,60,69,INTERCEPTION,4,0,70,END OF HALF,1,-1,60,0,2006
7.09031E+14,1,311,1,900,60,KICKOFF,1,778,43,FUMBLE,4,17,122,0,2006
7.09031E+14,2,709,1,778,57,FUMBLE,1,486,24,DOWNS,10,33,292,0,2006
7.09031E+14,3,311,1,486,76,DOWNS,1,333,0,TOUCHDOWN,6,76,153,1,2006
7.09031E+14,4,709,1,323,61,KICKOFF,1,173,52,PUNT,3,9,150,0,2006
7.09031E+14,5,311,1,173,96,PUNT,2,698,37,PUNT,13,59,375,0,2006
7.09031E+14,6,709,2,698,99,PUNT,2,262,0,TOUCHDOWN,14,99,436,1,2006
7.09031E+14,7,311,2,252,65,KICKOFF,2,56,0,TOUCHDOWN,9,65,196,1,2006
7.09031E+14,8,709,2,50,65,KICKOFF,2,0,61,INTERCEPTION,2,4,50,0,2006
7.09031E+14,9,709,3,889,76,KICKOFF,3,639,49,PUNT,9,27,250,0,2006
7.09031E+14,10,311,3,639,51,PUNT,3,426,0,TOUCHDOWN,8,51,213,1,2006
7.09031E+14,11,709,3,417,75,KICKOFF,3,84,0,TOUCHDOWN,11,75,333,1,2006
7.09031E+14,12,311,3,73,71,KICKOFF,4,723,21,FIELD GOAL,10,50,250,1,2006
7.09031E+14,13,709,4,713,75,KICKOFF,4,633,55,FUMBLE,4,20,80,0,2006
7.09031E+14,14,311,4,633,45,FUMBLE,4,381,21,DOWNS,7,24,252,0,2006
7.09031E+14,15,709,4,381,79,DOWNS,4,208,0,TOUCHDOWN,11,79,173,1,2006
7.09031E+14,16,311,4,197,94,KICKOFF,4,126,86,PUNT,3,8,71,0,2006
7.09031E+14,17,709,4,126,45,PUNT,4,21,57,PUNT,3,-12,105,0,2006
7.09031E+14,18,311,5,,25,POSSESSION,5,,0,TOUCHDOWN,4,25,,1,2006
7.09031E+14,19,709,5,,25,POSSESSION,5,,0,TOUCHDOWN,1,25,,0,2006
7.09031E+14,20,709,5,,25,POSSESSION,5,,0,TOUCHDOWN,3,25,,1,2006
7.09031E+14,21,311,5,,25,POSSESSION,5,,0,TOUCHDOWN,3,25,,0,2006
7.09031E+14,22,311,5,,25,POSSESSION,5,,0,TOUCHDOWN,1,25,,0,2006
7.09031E+14,23,709,5,,25,POSSESSION,5,,0,TOUCHDOWN,5,25,,1,2006
4.28033E+14,1,331,1,900,80,KICKOFF,1,680,56,PUNT,6,24,220,0,2006
4.28033E+14,2,428,1,680,67,PUNT,1,519,0,TOUCHDOWN,6,67,161,0,2006
4.28033E+14,3,331,1,509,82,KICKOFF,1,403,78,PUNT,3,4,106,0,2006
4.28033E+14,4,428,1,403,54,PUNT,1,215,0,TOUCHDOWN,8,54,188,1,2006
4.28033E+14,5,331,1,205,92,KICKOFF,1,102,0,FUMBLE,3,92,103,0,2006
4.28033E+14,6,428,1,102,80,FUMBLE,2,538,5,FIELD GOAL,17,75,464,1,2006
4.28033E+14,7,331,2,525,72,KICKOFF,2,80,2,MISSED FIELD GOAL,15,70,445,1,2006
4.28033E+14,8,428,2,80,80,MISSED FIELD GOAL,2,0,72,END OF HALF,2,8,80,0,2006
4.28033E+14,9,428,3,896,56,KICKOFF,3,729,0,TOUCHDOWN,7,56,167,1,2006
4.28033E+14,10,331,3,721,80,KICKOFF,3,683,63,INTERCEPTION,3,17,38,0,2006
4.28033E+14,11,428,3,683,77,INTERCEPTION,3,537,0,TOUCHDOWN,7,77,146,1,2006
4.28033E+14,12,331,3,524,82,KICKOFF,3,324,62,FUMBLE,6,20,200,0,2006
4.28033E+14,13,428,3,324,38,FUMBLE,3,198,0,TOUCHDOWN,6,38,126,1,2006
4.28033E+14,14,331,3,186,93,KICKOFF,3,66,82,INTERCEPTION,4,11,120,0,2006
4.28033E+14,15,428,3,66,49,INTERCEPTION,4,638,0,TOUCHDOWN,9,49,328,1,2006
4.28033E+14,16,331,4,628,83,KICKOFF,4,501,75,INTERCEPTION,5,8,127,0,2006
4.28033E+14,17,428,4,501,43,INTERCEPTION,4,420,45,INTERCEPTION,2,-2,81,0,2006
4.28033E+14,18,331,4,420,44,INTERCEPTION,4,356,37,FUMBLE,2,7,64,0,2006
4.28033E+14,19,428,4,356,63,FUMBLE,4,148,44,PUNT,7,19,208,0,2006
4.28033E+14,20,331,4,148,90,PUNT,4,0,75,END OF HALF,4,15,148,0,2006
5.09041E+14,1,509,1,900,73,KICKOFF,1,560,34,DOWNS,10,39,340,0,2006
5.09041E+14,2,414,1,560,66,DOWNS,1,419,57,PUNT,3,9,141,0,2006
5.09041E+14,3,509,1,419,88,PUNT,1,278,82,PUNT,3,6,141,0,2006
5.09041E+14,4,414,1,278,45,PUNT,1,0,33,PUNT,6,12,278,0,2006
5.09041E+14,5,509,2,900,88,PUNT,2,741,86,PUNT,3,2,159,0,2006
5.09041E+14,6,414,2,741,55,PUNT,2,538,56,PUNT,5,-1,203,0,2006
5.09041E+14,7,509,2,538,89,PUNT,2,404,63,PUNT,7,26,134,0,2006
5.09041E+14,8,414,2,404,80,PUNT,2,123,69,PUNT,8,11,281,0,2006
5.09041E+14,9,509,2,123,80,PUNT,2,9,59,PUNT,6,21,114,0,2006
5.09041E+14,10,414,3,889,82,KICKOFF,3,789,77,PUNT,3,5,100,0,2006
5.09041E+14,11,414,3,778,82,KICKOFF,3,450,5,FIELD GOAL,12,77,328,1,2006
5.09041E+14,12,509,3,442,69,KICKOFF,3,269,0,TOUCHDOWN,7,69,173,1,2006
5.09041E+14,13,414,3,251,86,KICKOFF,3,59,20,MISSED FIELD GOAL,7,66,192,1,2006
5.09041E+14,14,509,3,59,80,MISSED FIELD GOAL,4,732,0,TOUCHDOWN,8,80,227,1,2006
5.09041E+14,15,414,4,727,65,KICKOFF,4,630,67,PUNT,3,-2,97,0,2006
5.09041E+14,16,509,4,630,74,PUNT,4,386,49,PUNT,7,25,244,0,2006
5.09041E+14,17,414,4,386,80,PUNT,4,280,51,DOWNS,5,29,106,0,2006
5.09041E+14,18,509,4,280,49,DOWNS,4,178,43,PUNT,3,6,102,0,2006
5.09041E+14,19,414,4,178,97,PUNT,4,101,75,DOWNS,5,22,77,0,2006
5.09041E+14,20,509,4,101,25,DOWNS,4,0,25,END OF HALF,2,0,101,0,2006
2.31042E+14,1,231,1,900,80,KICKOFF,1,432,0,TOUCHDOWN,17,80,468,1,2006
2.31042E+14,2,419,1,432,68,KICKOFF,1,301,69,PUNT,3,-1,131,0,2006
2.31042E+14,3,231,1,301,77,PUNT,1,148,53,PUNT,7,24,153,0,2006
2.31042E+14,4,419,1,148,81,PUNT,2,890,53,PUNT,4,28,158,0,2006
2.31042E+14,5,231,2,890,81,PUNT,2,833,65,FUMBLE,2,16,57,0,2006
2.31042E+14,6,419,2,833,35,FUMBLE,2,712,23,MISSED FIELD GOAL,5,12,121,1,2006
2.31042E+14,7,231,2,712,77,MISSED FIELD GOAL,2,627,71,PUNT,3,6,85,0,2006
2.31042E+14,8,419,2,627,72,PUNT,2,456,51,PUNT,5,21,171,0,2006
2.31042E+14,9,231,2,456,68,PUNT,2,324,42,PUNT,6,26,132,0,2006
2.31042E+14,10,419,2,324,82,PUNT,2,60,0,TOUCHDOWN,10,82,264,0,2006
2.31042E+14,11,231,2,60,70,KICKOFF,2,0,72,END OF HALF,1,-2,60,0,2006
2.31042E+14,12,419,3,900,80,KICKOFF,3,763,70,PUNT,4,10,137,0,2006
2.31042E+14,13,231,3,763,75,PUNT,3,637,53,PUNT,4,22,126,0,2006
2.31042E+14,14,419,3,637,91,PUNT,3,406,76,PUNT,7,15,231,0,2006
2.31042E+14,15,231,3,406,70,PUNT,3,340,65,PUNT,3,5,66,0,2006
2.31042E+14,16,419,3,340,61,PUNT,3,306,61,INTERCEPTION,1,0,34,0,2006
2.31042E+14,17,231,3,306,38,INTERCEPTION,3,126,23,MISSED FIELD GOAL,8,15,180,0,2006
2.31042E+14,18,419,3,126,77,MISSED FIELD GOAL,3,1,71,PUNT,3,6,125,0,2006
2.31042E+14,19,231,3,1,70,PUNT,4,835,62,PUNT,3,8,66,0,2006
2.31042E+14,20,419,4,835,59,PUNT,4,679,71,PUNT,3,-12,156,0,2006
2.31042E+14,21,231,4,679,68,PUNT,4,533,37,PUNT,5,31,146,0,2006
2.31042E+14,22,419,4,533,98,PUNT,4,391,95,PUNT,3,3,142,0,2006
2.31042E+14,23,231,4,391,84,PUNT,4,256,64,PUNT,6,20,135,0,2006
2.31042E+14,24,419,4,256,75,PUNT,4,18,44,PUNT,7,31,238,0,2006
2.31042E+14,25,231,4,18,89,PUNT,4,0,91,END OF HALF,1,-2,18,0,2006
6.48043E+14,1,648,1,900,80,KICKOFF,1,848,80,INTERCEPTION,1,0,52,0,2006
6.48043E+14,2,430,1,848,26,INTERCEPTION,1,716,21,MISSED FIELD GOAL,4,5,132,0,2006
6.48043E+14,3,648,1,716,79,MISSED FIELD GOAL,1,473,77,PUNT,6,2,243,0,2006
6.48043E+14,4,430,1,473,66,PUNT,1,339,73,PUNT,3,-7,134,0,2006
6.48043E+14,5,648,1,339,66,PUNT,1,81,62,PUNT,8,4,258,0,2006
6.48043E+14,6,430,1,81,83,PUNT,2,882,80,PUNT,3,3,99,0,2006
6.48043E+14,7,648,2,882,54,PUNT,2,731,21,FIELD GOAL,5,33,151,1,2006
6.48043E+14,8,430,2,725,80,KICKOFF,2,615,65,PUNT,4,15,110,0,2006
6.48043E+14,9,648,2,615,83,PUNT,2,457,76,PUNT,3,7,158,0,2006
6.48043E+14,10,430,2,457,75,PUNT,2,390,74,PUNT,3,1,67,0,2006
6.48043E+14,11,648,2,390,63,PUNT,2,243,69,PUNT,4,-6,147,0,2006
6.48043E+14,12,430,2,243,89,PUNT,2,25,38,DOWNS,10,51,218,0,2006
6.48043E+14,13,648,2,25,62,DOWNS,2,0,54,END OF HALF,2,8,25,0,2006
6.48043E+14,14,430,3,889,78,KICKOFF,3,763,66,INTERCEPTION,4,12,126,0,2006
6.48043E+14,15,648,3,763,79,INTERCEPTION,3,498,18,FIELD GOAL,13,61,265,1,2006
6.48043E+14,16,430,3,492,80,KICKOFF,3,232,45,PUNT,7,35,260,0,2006
6.48043E+14,17,648,3,232,89,PUNT,3,47,80,PUNT,3,9,185,0,2006
6.48043E+14,18,430,3,47,68,PUNT,4,856,46,DOWNS,5,22,91,0,2006
6.48043E+14,19,648,4,856,54,DOWNS,4,823,0,TOUCHDOWN,1,54,33,0,2006
6.48043E+14,20,430,4,818,65,KICKOFF,4,687,50,INTERCEPTION,5,15,131,0,2006
6.48043E+14,21,648,4,687,51,INTERCEPTION,4,499,30,FIELD GOAL,6,21,188,0,2006
6.48043E+14,22,430,4,478,61,KICKOFF,4,349,70,PUNT,4,-9,129,0,2006
6.48043E+14,23,648,4,349,62,PUNT,4,259,64,PUNT,3,-2,90,0,2006
6.48043E+14,24,430,4,259,78,PUNT,4,164,65,PUNT,5,13,95,0,2006
6.48043E+14,25,648,4,164,86,PUNT,4,0,58,END OF HALF,4,28,164,0,2006
6.55047E+14,1,472,1,900,80,KICKOFF,1,607,0,TOUCHDOWN,11,80,293,1,2006
6.55047E+14,2,655,1,599,70,KICKOFF,1,480,63,DOWNS,4,7,119,0,2006
6.55047E+14,3,472,1,480,37,DOWNS,1,452,0,TOUCHDOWN,1,37,28,0,2006
6.55047E+14,4,472,1,444,23,FUMBLE,1,354,0,FUMBLE,3,23,90,1,2006
6.55047E+14,5,655,1,354,80,FUMBLE,1,280,0,TOUCHDOWN,6,80,74,0,2006
6.55047E+14,6,472,1,275,80,KICKOFF,1,129,93,PUNT,3,-13,146,0,2006
6.55047E+14,7,655,1,129,58,PUNT,1,4,0,TOUCHDOWN,7,58,125,1,2006
6.55047E+14,8,472,2,900,81,KICKOFF,2,637,0,TOUCHDOWN,12,81,263,1,2006
6.55047E+14,9,655,2,628,36,KICKOFF,2,610,36,INTERCEPTION,1,0,18,0,2006
6.55047E+14,10,472,2,610,84,INTERCEPTION,2,444,16,FIELD GOAL,8,68,166,1,2006
6.55047E+14,11,655,2,437,80,KICKOFF,2,292,93,PUNT,3,-13,145,0,2006
6.55047E+14,12,472,2,292,59,PUNT,2,283,63,FUMBLE,1,-4,9,0,2006
6.55047E+14,13,655,2,283,10,FUMBLE,2,177,26,DOWNS,4,-16,106,1,2006
6.55047E+14,14,472,2,177,74,DOWNS,2,32,72,FUMBLE,6,2,145,0,2006
6.55047E+14,15,655,2,32,13,FUMBLE,2,7,4,FIELD GOAL,4,9,25,1,2006
6.55047E+14,16,655,3,889,85,KICKOFF,3,697,65,PUNT,6,20,192,0,2006
6.55047E+14,17,472,3,697,73,PUNT,3,505,53,PUNT,5,20,192,0,2006
6.55047E+14,18,655,3,505,91,PUNT,3,376,82,PUNT,3,9,129,0,2006
6.55047E+14,19,472,3,376,75,PUNT,3,39,0,TOUCHDOWN,15,75,337,1,2006
6.55047E+14,20,655,3,19,78,KICKOFF,4,617,20,DOWNS,11,58,302,1,2006
6.55047E+14,21,472,4,617,80,DOWNS,4,423,40,PUNT,9,40,194,0,2006
6.55047E+14,22,655,4,423,80,PUNT,4,343,77,PUNT,3,3,80,0,2006
6.55047E+14,23,472,4,343,71,PUNT,4,83,35,FUMBLE,11,36,260,0,2006
6.55047E+14,24,655,4,83,65,FUMBLE,4,26,72,DOWNS,4,-7,57,0,2006
