Team Code,Name,Conference Code,Year,Wins,Losses
748,Wagner,846,2009,#N/A,#N/A
758,Weber State,825,2009,#N/A,#N/A
769,Western Carolina,912,2009,#N/A,#N/A
771,Western Illinois,853,2009,#N/A,#N/A
786,William & Mary,837,2009,#N/A,#N/A
791,Winston-Salem,99005,2009,#N/A,#N/A
813,Yale,865,2009,4,6
817,Youngstown State,853,2009,#N/A,#N/A
1004,Central Arkansas,99005,2009,#N/A,#N/A
1068,Elon,912,2009,#N/A,#N/A
1092,Gardner-Webb,826,2009,#N/A,#N/A
1320,Presbyterian,99005,2009,#N/A,#N/A
2678,Ark.-Pine Bluff,916,2009,#N/A,#N/A
2915,Wofford,912,2009,#N/A,#N/A
